,accuracy_gray_16,precision_gray_16,recall_gray_16,accuracy_gray_32,precision_gray_32,recall_gray_32,accuracy_gray_64,precision_gray_64,recall_gray_64,num_trees
42,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.47333333333333333,0.4803705581505174,0.47333333333333333,940
43,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.47,0.4770449374350498,0.47,960
44,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.4666666666666667,0.474676871918358,0.4666666666666667,980
45,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.4666666666666667,0.474676871918358,0.4666666666666667,1000
46,0.7032258064516129,0.6764705882352942,0.8414634146341463,0.7419354838709677,0.7232142857142857,0.9,0.47,0.4768808161909421,0.47,1200
47,0.7225806451612903,0.6893203883495146,0.8658536585365854,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.47333333333333333,0.48358159891493224,0.47333333333333333,1400
48,0.7419354838709677,0.7058823529411765,0.8780487804878049,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.46,0.46850628233555064,0.46,1600
49,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.4666666666666667,0.4761885003885004,0.4666666666666667,1800
50,0.7290322580645161,0.6923076923076923,0.8780487804878049,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.4666666666666667,0.4755590765745502,0.4666666666666667,2000
51,0.7225806451612903,0.6893203883495146,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.4633333333333333,0.47542585907933926,0.4633333333333333,2200
52,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.46,0.46995012198316793,0.46,2400
53,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.46,0.467211563620262,0.46,2600
54,0.7161290322580646,0.69,0.8414634146341463,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.4666666666666667,0.4764885771339606,0.4666666666666667,2800
55,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.46,0.46847552447552443,0.46,3000
56,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.47,0.4776343233185338,0.47,3200
57,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.47,0.47666281321511167,0.47,3400
58,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.47333333333333333,0.48087637508690134,0.47333333333333333,3600
59,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.4766666666666667,0.4835547695475743,0.4766666666666667,3800
60,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.47333333333333333,0.47996689075969556,0.47333333333333333,4000
61,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.47333333333333333,0.47996689075969556,0.47333333333333333,4200
62,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7354838709677419,0.7130434782608696,0.9111111111111111,0.4766666666666667,0.48547511513765385,0.4766666666666667,4400
63,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.47333333333333333,0.4816974944866695,0.47333333333333333,4600
64,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.47,0.47790187417946034,0.47,4800
