,accuracy_gray_16,precision_gray_16,recall_gray_16,accuracy_gray_32,precision_gray_32,recall_gray_32,accuracy_gray_64,precision_gray_64,recall_gray_64,accuracy_gray_8,precision_gray_8,recall_gray_8,num_trees,accuracy_gray_2,precision_gray_2,recall_gray_2
35,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.7833333333333333,0.7834077380952381,0.7833333333333333,800,0.5416666666666666,0.5414230019493177,0.5416666666666666
36,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.7749512670565302,0.775,820,0.5416666666666666,0.5414230019493177,0.5416666666666666
37,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7677419354838709,0.7454545454545455,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.7749512670565302,0.775,840,0.5416666666666666,0.5414230019493177,0.5416666666666666
38,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7677419354838709,0.7410714285714286,0.9222222222222223,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.7749512670565302,0.775,860,0.5416666666666666,0.5414230019493177,0.5416666666666666
39,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7677419354838709,0.7410714285714286,0.9222222222222223,0.7225806451612903,0.7079646017699115,0.8888888888888888,0.775,0.7749512670565302,0.775,880,0.5333333333333333,0.5328497023809524,0.5333333333333333
40,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7345132743362832,0.9222222222222223,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.7749512670565302,0.775,900,0.5333333333333333,0.5328497023809524,0.5333333333333333
41,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7345132743362832,0.9222222222222223,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.7749512670565302,0.775,920,0.5416666666666666,0.5414230019493177,0.5416666666666666
42,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.7833333333333333,0.7833333333333333,0.7833333333333333,940,0.5416666666666666,0.5414230019493177,0.5416666666666666
43,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.775,0.7749512670565302,0.775,960,0.5416666666666666,0.5414230019493177,0.5416666666666666
44,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.7749512670565302,0.775,980,0.5416666666666666,0.5414230019493177,0.5416666666666666
45,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7225806451612903,0.7079646017699115,0.8888888888888888,0.775,0.7749512670565302,0.775,1000,0.5416666666666666,0.5414230019493177,0.5416666666666666
46,0.7032258064516129,0.6764705882352942,0.8414634146341463,0.7419354838709677,0.7232142857142857,0.9,0.7290322580645161,0.7105263157894737,0.9,0.7916666666666666,0.7918634805964619,0.7916666666666666,1200,0.5416666666666666,0.5414230019493177,0.5416666666666666
47,0.7225806451612903,0.6893203883495146,0.8658536585365854,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,1400,0.5583333333333333,0.5577389277389277,0.5583333333333333
48,0.7419354838709677,0.7058823529411765,0.8780487804878049,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7225806451612903,0.7079646017699115,0.8888888888888888,0.7833333333333333,0.7833333333333333,0.7833333333333333,1600,0.5416666666666666,0.541002331002331,0.5416666666666666
49,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,1800,0.55,0.5492143658810326,0.55
50,0.7290322580645161,0.6923076923076923,0.8780487804878049,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,2000,0.5583333333333333,0.5577389277389277,0.5583333333333333
51,0.7225806451612903,0.6893203883495146,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,2200,0.5583333333333333,0.5577389277389277,0.5583333333333333
52,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,2400,0.5416666666666666,0.541002331002331,0.5416666666666666
53,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,2600,0.5416666666666666,0.5406692950342626,0.5416666666666666
54,0.7161290322580646,0.69,0.8414634146341463,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,2800,0.5416666666666666,0.5406692950342626,0.5416666666666666
55,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.7833333333333333,0.7833333333333333,0.7833333333333333,3000,0.5333333333333333,0.5324354657687991,0.5333333333333333
56,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.7833333333333333,0.7833333333333333,0.7833333333333333,3200,0.5333333333333333,0.5324354657687991,0.5333333333333333
57,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.7916666666666666,0.7916318574213311,0.7916666666666666,3400,0.5333333333333333,0.5324354657687991,0.5333333333333333
58,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.7916666666666666,0.7918634805964619,0.7916666666666666,3600,0.5333333333333333,0.5324354657687991,0.5333333333333333
59,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.8083333333333333,0.8094239140501992,0.8083333333333333,3800,0.5416666666666666,0.541002331002331,0.5416666666666666
60,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.8083333333333333,0.8085255163471334,0.8083333333333333,4000,0.5333333333333333,0.5328497023809524,0.5333333333333333
61,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.8083333333333333,0.8085255163471334,0.8083333333333333,4200,0.5333333333333333,0.5328497023809524,0.5333333333333333
62,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7354838709677419,0.7130434782608696,0.9111111111111111,0.7419354838709677,0.7232142857142857,0.9,0.8166666666666667,0.8166666666666667,0.8166666666666667,4400,0.5333333333333333,0.5328497023809524,0.5333333333333333
63,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7419354838709677,0.7232142857142857,0.9,0.8166666666666667,0.8166666666666667,0.8166666666666667,4600,0.525,0.5242657342657342,0.525
64,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7419354838709677,0.7232142857142857,0.9,0.8083333333333333,0.808312447786132,0.8083333333333333,4800,0.525,0.5242657342657342,0.525
