,accuracy_gray_16,precision_gray_16,recall_gray_16,accuracy_gray_32,precision_gray_32,recall_gray_32,accuracy_gray_64,precision_gray_64,recall_gray_64,accuracy_gray_8,precision_gray_8,recall_gray_8,num_trees,accuracy_gray_2,precision_gray_2,recall_gray_2
0,0.7483870967741936,0.7263157894736842,0.8414634146341463,0.7032258064516129,0.7115384615384616,0.8222222222222222,0.7225806451612903,0.719626168224299,0.8555555555555555,0.7666666666666667,0.7683722654801632,0.7666666666666667,100,0.55,0.5495535714285714,0.55
1,0.6967741935483871,0.6804123711340206,0.8048780487804879,0.7161290322580646,0.7129629629629629,0.8555555555555555,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.777541074909496,0.775,120,0.5333333333333333,0.5328497023809524,0.5333333333333333
2,0.7096774193548387,0.6907216494845361,0.8170731707317073,0.7419354838709677,0.7358490566037735,0.8666666666666667,0.7225806451612903,0.7117117117117117,0.8777777777777778,0.775,0.777541074909496,0.775,140,0.5666666666666667,0.5662574404761905,0.5666666666666667
3,0.7096774193548387,0.6868686868686869,0.8292682926829268,0.7290322580645161,0.7181818181818181,0.8777777777777778,0.7225806451612903,0.7117117117117117,0.8777777777777778,0.7916666666666666,0.7918634805964619,0.7916666666666666,160,0.5666666666666667,0.5659932659932659,0.5666666666666667
4,0.7419354838709677,0.71875,0.8414634146341463,0.7290322580645161,0.7181818181818181,0.8777777777777778,0.7290322580645161,0.7181818181818181,0.8777777777777778,0.7583333333333333,0.7593822358062425,0.7583333333333333,180,0.55,0.5495535714285714,0.55
5,0.7161290322580646,0.6979166666666666,0.8170731707317073,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.7666666666666667,0.7672222222222221,0.7666666666666667,200,0.5666666666666667,0.5666666666666667,0.5666666666666667
6,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7290322580645161,0.7181818181818181,0.8777777777777778,0.7419354838709677,0.7272727272727273,0.8888888888888888,0.7666666666666667,0.7672222222222221,0.7666666666666667,220,0.5583333333333333,0.5585949800870612,0.5583333333333333
7,0.7096774193548387,0.6947368421052632,0.8048780487804879,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.7583333333333333,0.7585394090951191,0.7583333333333333,240,0.55,0.5505555555555556,0.55
8,0.7161290322580646,0.7021276595744681,0.8048780487804879,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.7419354838709677,0.7314814814814815,0.8777777777777778,0.7583333333333333,0.7585394090951191,0.7583333333333333,260,0.55,0.5505555555555556,0.55
9,0.7225806451612903,0.7052631578947368,0.8170731707317073,0.7419354838709677,0.7314814814814815,0.8777777777777778,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.7583333333333333,0.7585394090951191,0.7583333333333333,280,0.5416666666666666,0.5419329443363897,0.5416666666666666
10,0.7096774193548387,0.6947368421052632,0.8048780487804879,0.7354838709677419,0.7333333333333333,0.8555555555555555,0.7483870967741936,0.7297297297297297,0.9,0.7583333333333333,0.7585394090951191,0.7583333333333333,300,0.5416666666666666,0.5419329443363897,0.5416666666666666
11,0.7225806451612903,0.7052631578947368,0.8170731707317073,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.7419354838709677,0.7272727272727273,0.8888888888888888,0.7583333333333333,0.7585394090951191,0.7583333333333333,320,0.5416666666666666,0.5419329443363897,0.5416666666666666
12,0.7096774193548387,0.6907216494845361,0.8170731707317073,0.7419354838709677,0.7314814814814815,0.8777777777777778,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.7583333333333333,0.7582706766917293,0.7583333333333333,340,0.5416666666666666,0.5419329443363897,0.5416666666666666
13,0.7225806451612903,0.7052631578947368,0.8170731707317073,0.7419354838709677,0.7272727272727273,0.8888888888888888,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.7666666666666667,0.7666666666666667,0.7666666666666667,360,0.5416666666666666,0.5419329443363897,0.5416666666666666
14,0.7225806451612903,0.7052631578947368,0.8170731707317073,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.775,0.7752014448457903,0.775,380,0.55,0.55,0.55
15,0.7161290322580646,0.6938775510204082,0.8292682926829268,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.7225806451612903,0.7155963302752294,0.8666666666666667,0.7833333333333333,0.7838888888888889,0.7833333333333333,400,0.55,0.55,0.55
16,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7419354838709677,0.7272727272727273,0.8888888888888888,0.7096774193548387,0.7027027027027027,0.8666666666666667,0.775,0.7760627952208947,0.775,420,0.5416666666666666,0.5419329443363897,0.5416666666666666
17,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7548387096774194,0.7452830188679245,0.8777777777777778,0.7225806451612903,0.7117117117117117,0.8777777777777778,0.7833333333333333,0.7838888888888889,0.7833333333333333,440,0.55,0.55,0.55
18,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7612903225806451,0.7476635514018691,0.8888888888888888,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.7833333333333333,0.7838888888888889,0.7833333333333333,460,0.55,0.55,0.55
19,0.7290322580645161,0.7040816326530612,0.8414634146341463,0.7548387096774194,0.7407407407407407,0.8888888888888888,0.7161290322580646,0.7053571428571429,0.8777777777777778,0.7916666666666666,0.7918634805964619,0.7916666666666666,480,0.55,0.55,0.55
20,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.7161290322580646,0.7053571428571429,0.8777777777777778,0.7916666666666666,0.7918634805964619,0.7916666666666666,500,0.55,0.55,0.55
21,0.7290322580645161,0.7040816326530612,0.8414634146341463,0.7548387096774194,0.7407407407407407,0.8888888888888888,0.7225806451612903,0.7117117117117117,0.8777777777777778,0.7916666666666666,0.7927433546355469,0.7916666666666666,520,0.55,0.55,0.55
22,0.7290322580645161,0.7,0.8536585365853658,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.7225806451612903,0.7117117117117117,0.8777777777777778,0.7833333333333333,0.7838888888888889,0.7833333333333333,540,0.5416666666666666,0.5414230019493177,0.5416666666666666
23,0.7419354838709677,0.71,0.8658536585365854,0.7548387096774194,0.7363636363636363,0.9,0.7225806451612903,0.7117117117117117,0.8777777777777778,0.7916666666666666,0.7918634805964619,0.7916666666666666,560,0.55,0.5495535714285714,0.55
24,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.8,0.8005555555555556,0.8,580,0.55,0.5495535714285714,0.55
25,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.8,0.8,0.8,600,0.55,0.5495535714285714,0.55
26,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7548387096774194,0.7363636363636363,0.9,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.8,0.8,0.8,620,0.5416666666666666,0.5414230019493177,0.5416666666666666
27,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7916666666666666,0.7918634805964619,0.7916666666666666,640,0.5416666666666666,0.5414230019493177,0.5416666666666666
28,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7483870967741936,0.7297297297297297,0.9,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.8,0.8,0.8,660,0.5416666666666666,0.5414230019493177,0.5416666666666666
29,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7483870967741936,0.7297297297297297,0.9,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7916666666666666,0.7918634805964619,0.7916666666666666,680,0.5416666666666666,0.5414230019493177,0.5416666666666666
30,0.7225806451612903,0.6893203883495146,0.8658536585365854,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.8,0.8,0.8,700,0.5416666666666666,0.5414230019493177,0.5416666666666666
31,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7916666666666666,0.7918634805964619,0.7916666666666666,720,0.55,0.55,0.55
32,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7833333333333333,0.7833333333333333,0.7833333333333333,740,0.5416666666666666,0.5414230019493177,0.5416666666666666
33,0.7161290322580646,0.69,0.8414634146341463,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.775,0.7749512670565302,0.775,760,0.5416666666666666,0.5414230019493177,0.5416666666666666
34,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.7833333333333333,0.7834077380952381,0.7833333333333333,780,0.5416666666666666,0.5414230019493177,0.5416666666666666
